Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI,MACD,EMA_12,EMA_26
2020-05-27,9181.017578125,9203.3203125,8834.1572265625,8837.380859375,32740536902,9257.2259765625,8350.500712890625,53.524374591504134,-118.7655648254746,9135.043058063682,8995.37201191533
2020-05-28,9525.7509765625,9546.3193359375,9148.45703125,9184.9453125,34367073114,9241.380224609375,8394.333759765625,58.499034729550964,-78.35518800144027,9195.151968601962,9034.659342629935
2020-05-29,9439.1240234375,9573.6669921875,9379.3388671875,9528.35546875,32896642044,9233.6416015625,8437.074453125,56.85223761383718,-56.62509795642842,9232.686130884353,9064.619689356421
2020-05-30,9700.4140625,9704.0302734375,9366.7294921875,9438.9140625,32722975141,9280.840771484374,8493.77287109375,60.467197619508966,-25.41026729844748,9304.644274209837,9111.715568848536
2020-05-31,9461.05859375,9700.34375,9432.296875,9700.10546875,27773290299,9323.80390625,8545.8123828125,55.85102981297513,-21.779029547635048,9328.708015677554,9137.59282995235
2020-06-01,10167.2685546875,10199.5654296875,9450.8994140625,9463.60546875,35198901068,9391.94345703125,8609.73591796875,64.46962855744104,24.76640659191628,9457.717329371391,9213.865105858657
2020-06-02,9529.8037109375,10182.3408203125,9460.5712890625,10162.9736328125,39137252109,9404.93427734375,8663.431240234375,54.18671887685556,9.96300760406308,9468.807541920023,9237.267965494126
2020-06-03,9656.7177734375,9682.859375,9471.8466796875,9533.7607421875,25007459262,9401.08408203125,8719.717041015625,55.70162877253654,6.241534277930668,9497.716808307327,9268.338321638079
2020-06-04,9800.63671875,9887.6103515625,9525.2470703125,9655.8544921875,25921805072,9424.7060546875,8782.887578125,57.42105370682427,10.73206922062326,9544.319871452353,9307.767832535257
2020-06-05,9665.533203125,9869.2373046875,9663.216796875,9800.2158203125,23509628646,9439.13203125,8833.862158203125,55.252929601295435,2.303308424906703,9562.968076325067,9334.268971097461
2020-06-06,9653.6796875,9773.431640625,9591.0244140625,9664.904296875,20438419222,9438.279052734375,8885.012060546875,55.05650907929613,-5.920889722797938,9576.923708813518,9357.929024164316
2020-06-07,9758.8525390625,9768.498046875,9458.150390625,9653.0029296875,25015250846,9439.892919921875,8935.035810546875,56.53300523892545,-6.103901644695554,9604.912759621053,9387.627062304922
2020-06-08,9771.4892578125,9782.306640625,9675.8857421875,9760.0634765625,21486346312,9442.015478515625,8986.677099609375,56.71699695001072,-7.12878782483736,9630.539913188968,9416.061299009189
2020-06-09,9795.7001953125,9836.369140625,9664.7197265625,9774.3603515625,23717842783,9455.651416015626,9044.95193359375,57.09174678356422,-7.872730702526098,9655.949187361819,9444.18269873536
2020-06-10,9870.0947265625,9908.896484375,9728.291015625,9794.119140625,25706567601,9495.06806640625,9104.74736328125,58.28686531220717,-5.1810417851975785,9688.894654931155,9475.731737833667
2020-06-11,9321.78125,9938.2978515625,9263.0693359375,9870.078125,30247143440,9502.028271484374,9148.838837890626,47.73399661417082,-40.20502985575155,9632.415669557133,9464.327997994136
2020-06-12,9480.84375,9540.4658203125,9285.8515625,9320.6904296875,22610564515,9515.606103515625,9189.861220703126,50.53199706534312,-51.79774059853378,9609.096912702189,9465.551387031608
2020-06-13,9475.27734375,9493.2119140625,9396.009765625,9480.7353515625,17564322315,9549.8515625,9228.34875,50.43025245600877,-58.48464626366251,9588.509286709545,9466.271828270008
2020-06-14,9386.7880859375,9482.2705078125,9347.59375,9477.5537109375,18991732746,9573.84423828125,9264.685791015625,48.749830328132234,-66.90479402755818,9557.475255821537,9460.384143652785
2020-06-15,9450.7021484375,9504.8603515625,8990.17578125,9386.03515625,26699704768,9604.626708984375,9300.102490234374,50.044622451766195,-66.09139288162586,9541.0486239163,9459.666958822023
2020-06-16,9538.0244140625,9579.4306640625,9400.4453125,9454.2666015625,21565537209,9622.47705078125,9334.95095703125,51.83501962924188,-57.88872950383782,9540.583360861869,9465.471214765763
2020-06-17,9480.2548828125,9540.4228515625,9327.33984375,9533.7841796875,20177709879,9620.20224609375,9368.4148828125,50.54439869549581,-54.61209627288429,9531.302056546581,9466.566301287743
2020-06-18,9411.8408203125,9482.7822265625,9328.3955078125,9481.5673828125,17770083003,9618.8380859375,9380.6309375,48.988779556659104,-55.14960693576478,9512.92340481826,9462.512561956244
2020-06-19,9288.0185546875,9440.8759765625,9274.2958984375,9410.2939453125,19632223107,9598.218310546876,9393.220234375,46.21632942606554,-61.459896871855975,9478.322658644298,9449.587079936337
2020-06-20,9332.3408203125,9394.9716796875,9247.3798828125,9290.9599609375,17130541557,9591.782421875,9402.57171875,47.3646225230494,-60.18698648824899,9455.863914285559,9440.902171816053
2020-06-21,9303.6298828125,9401.107421875,9300.4306640625,9330.9267578125,15324301169,9548.60048828125,9408.8723828125,46.669524904422175,-58.75143120872582,9432.443294058934,9430.733854112086
2020-06-22,9648.7177734375,9655.0732421875,9296.8720703125,9300.9150390625,21104009514,9554.54619140625,9423.89736328125,55.182912058293525,-33.30031309465835,9465.716290886405,9446.880811099154
2020-06-23,9629.658203125,9670.541015625,9547.2470703125,9644.076171875,17006433272,9553.193212890625,9438.23744140625,54.66387849485438,-17.294037214842866,9490.938123538497,9460.419877175142
2020-06-24,9313.6103515625,9680.3671875,9278.2333984375,9632.1494140625,18961716076,9528.84189453125,9444.4482421875,46.80272327321474,-26.96036258275752,9463.656927849883,9449.545097500131
2020-06-25,9264.8134765625,9340.1611328125,9095.32421875,9314.126953125,18616048626,9508.805908203125,9444.36927734375,45.70972767139832,-35.09427120612737,9433.065627651824,9435.861273726974
2020-06-26,9162.91796875,9310.5166015625,9101.73828125,9260.9951171875,18341465837,9484.267822265625,9428.597265625,43.42899301778041,-45.14994152626278,9391.504449359236,9415.643251136087
2020-06-27,9045.390625,9207.810546875,8998.216796875,9167.82421875,17273093144,9448.5947265625,9412.6517578125,40.89445330599934,-56.777681393911486,9338.256168688584,9388.217130681562
2020-06-28,9143.58203125,9197.546875,8975.525390625,9048.4609375,14560870760,9417.199365234375,9403.64546875,43.84322237526802,-54.88514417259337,9308.306301390341,9370.09601220515
2020-06-29,9190.8544921875,9237.5732421875,9041.8759765625,9140.029296875,16460547078,9386.957080078126,9412.3339453125,45.25915769336589,-47.74200291982894,9290.236792282212,9356.818862574213
2020-06-30,9137.9931640625,9217.8359375,9084.837890625,9185.5810546875,15735797744,9350.352001953124,9423.057890625,43.92541619927247,-43.963830854517916,9266.814695633026,9340.609551573345
2020-07-01,9228.3251953125,9309.7548828125,9104.7353515625,9145.9853515625,15971550355,9345.67919921875,9431.53484375,46.810002612483245,-33.25434617541303,9260.893234045252,9332.29219185032
2020-07-02,9123.41015625,9274.962890625,9036.623046875,9231.1396484375,16338916796,9327.80751953125,9428.60330078125,43.98020486389848,-31.14627642827471,9239.741991307521,9316.819448472519
2020-07-03,9087.3037109375,9202.3447265625,9058.794921875,9124.8427734375,13078970999,9308.408837890625,9415.67494140625,43.01641443349375,-30.07772305503282,9216.289948173671,9299.818282729186
2020-07-04,9132.48828125,9183.2958984375,9053.6298828125,9084.2333984375,12290528515,9295.69384765625,9411.76076171875,44.651064295051114,-24.460377818201124,9203.397384031568,9287.423467804801
2020-07-05,9073.9423828125,9162.18359375,8977.015625,9126.0908203125,12903406143,9276.855859375,9405.6993359375,42.93255187849287,-22.85049451901743,9183.481229997866,9271.61005410167
2020-07-06,9375.474609375,9375.474609375,9058.6640625,9072.849609375,17889263252,9268.728369140625,9399.79404296875,52.97179944122701,-0.8053778391254411,9213.018672978964,9279.303724862657
2020-07-07,9252.27734375,9360.6171875,9201.8154296875,9349.1611328125,13839652595,9257.3294921875,9390.3080859375,49.16613251474042,5.789097456484512,9219.0584684822,9277.301770706163
2020-07-08,9428.3330078125,9450.3359375,9249.5,9253.0205078125,19702359883,9258.1541015625,9384.293984375,54.227042788975226,21.438145108369056,9251.254551456092,9288.489269751077
2020-07-09,9277.9677734375,9431.37890625,9234.9990234375,9427.994140625,18000702524,9257.6515625,9379.3937109375,49.67798384377535,21.061793331479535,9255.36427791477,9287.709899653775
2020-07-10,9278.8076171875,9287.4716796875,9118.001953125,9273.357421875,16860035605,9254.97490234375,9383.33462890625,49.70336318421776,20.26231139418725,9258.97094549519,9287.05047132294
2020-07-11,9240.3466796875,9293.5322265625,9199.4853515625,9277.51171875,13249910444,9251.8107421875,9384.49001953125,48.49709444397408,16.685263882089217,9256.10567383247,9283.590931201796
2020-07-12,9276.5,9319.4189453125,9197.4501953125,9241.0546875,14452361907,9233.199853515625,9385.83427734375,49.73208094463586,16.27848534907536,9259.243262473628,9283.0656770387
2020-07-13,9243.6142578125,9306.4052734375,9224.29296875,9277.205078125,17519821266,9213.89765625,9394.89919921875,48.590707292953184,13.437080354884976,9256.83880021807,9280.143349688611
2020-07-14,9243.2138671875,9283.841796875,9171.6611328125,9238.703125,18085038362,9210.37783203125,9401.62478515625,48.57608973922507,11.261163227219726,9254.742656674905,9277.407832466306
2020-07-15,9192.8369140625,9275.3251953125,9171.93359375,9241.8974609375,15844731575,9206.77900390625,9408.78046875,46.673586803396,6.4013722397340445,9245.218696272997,9271.14331999195
