Date,Ticker,Open,High,Low,Close,Volume
2020-04-09,XRP-USD,0.2009730041027069,0.201335996389389,0.1959259957075119,0.1982569992542266,1878628668
2020-04-10,XRP-USD,0.1981559991836547,0.1987829953432083,0.1837060004472732,0.1874639987945556,2105282079
2020-04-11,XRP-USD,0.1874510049819946,0.1923940032720565,0.1861129999160766,0.1880629956722259,1847482831
2020-04-12,XRP-USD,0.1882289946079254,0.1938479989767074,0.1876170039176941,0.1901350021362304,2087857417
2020-04-13,XRP-USD,0.1905329972505569,0.1905329972505569,0.1818079948425293,0.187731996178627,2253497429
2020-04-14,XRP-USD,0.1878080070018768,0.1889850050210952,0.1842619925737381,0.1853349953889846,1889687587
2020-04-15,XRP-USD,0.1853599995374679,0.1892659962177276,0.1811549961566925,0.1812700033187866,1963736221
2020-04-16,XRP-USD,0.1812539994716644,0.1912350058555603,0.1774140000343322,0.190103992819786,2610251456
2020-04-17,XRP-USD,0.1902520060539245,0.1920060068368911,0.1876139938831329,0.190201997756958,1887808776
2020-04-18,XRP-USD,0.1899109929800033,0.1953559964895248,0.1898200064897537,0.194924995303154,1918245143
2020-04-19,XRP-USD,0.1950040012598037,0.1963440030813217,0.1907929927110672,0.1908590048551559,1904866741
2020-04-20,XRP-USD,0.1908210068941116,0.1949000060558319,0.1818310022354126,0.1834899932146072,2364973860
2020-04-21,XRP-USD,0.18333700299263,0.1856440007686615,0.1827619969844818,0.1843280047178268,1912728846
2020-04-22,XRP-USD,0.1841749995946884,0.1896760016679763,0.183119997382164,0.1879699975252151,1783803231
2020-04-23,XRP-USD,0.1878889948129654,0.1947900056838989,0.1867659986019134,0.1917109936475753,2271111354
2020-04-24,XRP-USD,0.1918759942054748,0.196722000837326,0.1917099952697754,0.1936649978160858,1853837706
2020-04-25,XRP-USD,0.1936849951744079,0.1965450048446655,0.1931400001049041,0.1950539946556091,1648491142
2020-04-26,XRP-USD,0.195032998919487,0.1972150057554245,0.1945039927959442,0.1968050003051757,1692427521
2020-04-27,XRP-USD,0.1967000067234039,0.1992750018835067,0.1954369992017746,0.1979780048131942,1792695610
2020-04-28,XRP-USD,0.1980459988117218,0.2181079983711242,0.1963720023632049,0.2154839932918548,2515531348
2020-04-29,XRP-USD,0.2155620008707046,0.2296269983053207,0.2134359925985336,0.2274319976568222,3041995823
2020-04-30,XRP-USD,0.227169007062912,0.2357030063867569,0.2115769982337951,0.2127609997987747,3145263527
2020-05-01,XRP-USD,0.2128580063581466,0.2247709929943084,0.212795004248619,0.2192479968070984,2306876493
2020-05-02,XRP-USD,0.2192749977111816,0.2256059944629669,0.2172479927539825,0.2239139974117279,2170661654
